"GeneID","CHR","PRODUCT","FREQ","SNP_per_GENE","INS_per_GENE","DEL_per_GENE","INDELS","START","END","LENGTH"
"CTYZ_00001978","Ctyz_4","Uncharacterized protein",1,1,0,0,0,506386,510348,3962
"CTYZ_00001979","Ctyz_4","DNA / pantothenate metabolism flavoprotein",1,1,0,0,0,510639,511562,923
"CTYZ_00001980","Ctyz_4","60S acidic ribosomal protein P0",1,1,0,0,0,512478,513407,929
"CTYZ_00001982","Ctyz_4","Uncharacterized protein",1,1,0,0,0,515066,515821,755
"CTYZ_00001984","Ctyz_4","Ubiquitin-activating enzyme E1",2,2,0,0,0,517094,520279,3185
"CTYZ_00001989","Ctyz_4","putative transmembrane Protein",4,4,0,0,0,525546,526565,1019
"CTYZ_00001991","Ctyz_4","Lysine--tRNA ligase",1,1,0,0,0,528426,529733,1307
"CTYZ_00001992","Ctyz_4","Armadillo-type fold containing protein",3,3,0,0,0,529803,532517,2714
"CTYZ_00001993","Ctyz_4","Vacuolar fusion protein Mon1",1,1,0,0,0,532660,534072,1412
"CTYZ_00001995","Ctyz_4","Vacuolar protein sorting-associated protein 35",2,2,0,0,0,534685,537108,2423
"CTYZ_00002000","Ctyz_4","Uncharacterized protein",1,1,0,0,0,545233,545817,584
"CTYZ_00002001","Ctyz_4","Tubulin-specific chaperone C",1,1,0,0,0,545876,546382,506
"CTYZ_00002002","Ctyz_4","Uncharacterized protein",1,1,0,0,0,546428,547324,896
"CTYZ_00002003","Ctyz_4","Uncharacterized protein",5,5,0,0,0,547471,549996,2525
"CTYZ_00002004","Ctyz_4","Uncharacterized protein",1,1,0,0,0,550237,550836,599
"CTYZ_00002007","Ctyz_4","Uncharacterized protein",7,7,0,0,0,553278,554471,1193
"CTYZ_00002008","Ctyz_4","Uncharacterized protein",1,1,0,0,0,554637,555458,821
"CTYZ_00002009","Ctyz_4","Uncharacterized protein",1,1,0,0,0,555828,556517,689
"CTYZ_00002014","Ctyz_4","Phosphoinositide phospholipase C",1,1,0,0,0,561155,563803,2648
"CTYZ_00002015","Ctyz_4","WD40 repeat-containing protein",1,1,0,0,0,564284,565771,1487
"CTYZ_00002017","Ctyz_4","Oxysterol-binding/PH domain containing protein",1,1,0,0,0,566087,568528,2441
"CTYZ_00002021","Ctyz_4","Uncharacterized protein",2,2,0,0,0,571803,572774,971
"CTYZ_00002022","Ctyz_4","Uncharacterized protein",1,1,0,0,0,573145,573967,822
"CTYZ_00002022","Ctyz_4","Uncharacterized protein",1,1,0,0,0,574014,574387,373
"CTYZ_00002023","Ctyz_4","Nucleic acid-binding OB-fold-containing protein",3,3,0,0,0,574495,576363,1868
"CTYZ_00002025","Ctyz_4","Phosphatidylinositol 3- and 4-kinase/PIK-related kinase",8,8,0,0,0,577854,588230,10376
"CTYZ_00002027","Ctyz_4","Sec7 domain containing protein",3,2,1,0,1,589656,594581,4925
"CTYZ_00002029","Ctyz_4","NADPH-cytochrome p450 reductase",2,2,0,0,0,595347,597299,1952
"CTYZ_00002031","Ctyz_4","p-type Atpase",2,1,1,0,1,597973,602517,4544
"CTYZ_00002032","Ctyz_4","Uncharacterized protein",2,2,0,0,0,602867,605827,2960
"CTYZ_00002033","Ctyz_4","Brix domain containing protein",1,1,0,0,0,605853,606716,863
"CTYZ_00002037","Ctyz_4","DnaJ domain containing protein",2,2,0,0,0,610522,611601,1079
"CTYZ_00002039","Ctyz_4","Uncharacterized protein",1,1,0,0,0,613396,614529,1133
"CTYZ_00002040","Ctyz_4","Uncharacterized protein",2,2,0,0,0,615788,619039,3251
"CTYZ_00002041","Ctyz_4","Uncharacterized protein",1,1,0,0,0,619381,620370,989
"CTYZ_00002044","Ctyz_4","DnaJ domain containing protein",1,1,0,0,0,622576,624630,2054
"CTYZ_00002045","Ctyz_4","Uncharacterized protein",2,2,0,0,0,624738,625466,728
"CTYZ_00002047","Ctyz_4","sugar transporter-like protein",1,1,0,0,0,627182,628711,1529
"CTYZ_00002048","Ctyz_4","Uncharacterized protein",4,4,0,0,0,628714,630021,1307
"CTYZ_00002050","Ctyz_4","Uncharacterized protein",4,3,0,1,1,630683,632173,1490
"CTYZ_00002051","Ctyz_4","Polyketide synthase",14,14,0,0,0,632590,672816,40226
"CTYZ_00002052","Ctyz_4","Peptidase M24",4,4,0,0,0,672967,675015,2048
"CTYZ_00002053","Ctyz_4","Uncharacterized protein",1,1,0,0,0,675035,676858,1823
"CTYZ_00002054","Ctyz_4","Vacuolar sorting protein VPS52/suppressor of actin Sac2-family protein",3,3,0,0,0,677183,679234,2051
"CTYZ_00002057","Ctyz_4","AP2/ERF domain containing protein",1,1,0,0,0,680918,681982,1064
"CTYZ_00002058","Ctyz_4","ERCC4/XP-G-type excision repair nuclease",2,2,0,0,0,682957,683076,119
"CTYZ_00002058","Ctyz_4","ERCC4/XP-G-type excision repair nuclease",2,2,0,0,0,681992,682909,917
"CTYZ_00002063","Ctyz_4","Glycosyl transferase",1,1,0,0,0,687506,688846,1340
"CTYZ_00002064","Ctyz_4","Dbp1p, eIF4a-1 family RNA SFII helicase (DEXDC+HELICc)",2,2,0,0,0,688988,691093,2105
"CTYZ_00002065","Ctyz_4","Uncharacterized protein",2,2,0,0,0,691909,692721,812
"CTYZ_00002066","Ctyz_4","Alpha/Beta hydrolase fold containing protein",2,2,0,0,0,692830,693978,1148
"CTYZ_00002067","Ctyz_4","Alpha/Beta hydrolase fold containing protein",1,1,0,0,0,694278,695267,989
"CTYZ_00002073","Ctyz_4","Oocyst wall protein 6",1,1,0,0,0,700999,702612,1613
"CTYZ_00002074","Ctyz_4","Adenylyl cyclase class-3/4/guanylyl cyclase",2,2,0,0,0,703067,707959,4892
"CTYZ_00002075","Ctyz_4","Sugar phosphate transporter domain containing protein",2,2,0,0,0,708464,710617,2153
"CTYZ_00002076","Ctyz_4","Glycosyl transferase ALG6/ALG8",3,2,0,1,1,711220,712806,1586
"CTYZ_00002078","Ctyz_4","Uncharacterized protein",1,1,0,0,0,713783,714721,938
"CTYZ_00002079","Ctyz_4","Cullin family",1,1,0,0,0,714959,717436,2477
"CTYZ_00002085","Ctyz_4","RNA polymerase Rpb3/Rpb11 dimerization domain containing protein",1,1,0,0,0,723327,723462,135
"CTYZ_00002085","Ctyz_4","RNA polymerase Rpb3/Rpb11 dimerization domain containing protein",1,1,0,0,0,723529,723845,316
"CTYZ_00002090","Ctyz_4","tRNA (guanine(26)-N(2))-dimethyltransferase",2,2,0,0,0,730665,732575,1910
"CTYZ_00002092","Ctyz_4","Hsp70 protein",3,3,0,0,0,734261,736678,2417
"CTYZ_00002093","Ctyz_4","Uncharacterized protein",1,1,0,0,0,737234,738853,1619
"CTYZ_00002094","Ctyz_4","Articulin family protein/adjacent paralogous protein",1,1,0,0,0,741129,742673,1544
"CTYZ_00002098","Ctyz_4","Nucleolar complex-associated protein 3",2,2,0,0,0,747774,749858,2084
"CTYZ_00002099","Ctyz_4","Protein kinase/EF-hand domain containing protein",2,2,0,0,0,750797,752662,1865
"CTYZ_00002100","Ctyz_4","Pleckstrin homology (PH) domain containing protein",4,3,1,0,1,754504,756720,2216
"CTYZ_00002105","Ctyz_4","Neutral sphingomyelinase activation associated factor-like BEACH domain containing protein",3,3,0,0,0,763782,767756,3974
"CTYZ_00002106","Ctyz_4","AMP-dependent synthetase/ligase",3,3,0,0,0,768171,770468,2297
"CTYZ_00002107","Ctyz_4","RNA recognition motif/WW domain containing protein",1,1,0,0,0,772747,775458,2711
"CTYZ_00002108","Ctyz_4","Vps53-like domain-containing protein",2,2,0,0,0,776631,779498,2867
"CTYZ_00002109","Ctyz_4","Uncharacterized protein",7,7,0,0,0,780350,786736,6386
"CTYZ_00002110","Ctyz_4","Uncharacterized protein",1,1,0,0,0,786918,789302,2384
"CTYZ_00002111","Ctyz_4","Uncharacterized protein",12,11,1,0,1,790514,799294,8780
"CTYZ_00002112","Ctyz_4","Uncharacterized protein",5,5,0,0,0,800438,802654,2216
"CTYZ_00002113","Ctyz_4","Uncharacterized protein",2,1,0,1,1,803216,804535,1319
"CTYZ_00002114","Ctyz_4","Uncharacterized protein",2,2,0,0,0,805166,806269,1103
"CTYZ_00002115","Ctyz_4","Uncharacterized protein",8,8,0,0,0,806761,808009,1248
"CTYZ_00002115","Ctyz_4","Uncharacterized protein",8,8,0,0,0,806420,806655,235
"CTYZ_00002116","Ctyz_4","Uncharacterized protein",6,6,0,0,0,808431,808844,413
"CTYZ_00002118","Ctyz_4","Uncharacterized protein",46,41,3,2,5,809763,812915,3152
"CTYZ_00002119","Ctyz_4","Uncharacterized protein",29,29,0,0,0,815133,819866,4733
"CTYZ_00002121","Ctyz_4","Secreted Kazal domain-containing protein",4,4,0,0,0,822374,823753,1379
"CTYZ_00002122","Ctyz_4","Secreted Kazal domain-containing protein",6,6,0,0,0,824688,826118,1430
"CTYZ_00002123","Ctyz_4","Uncharacterized protein",7,6,1,0,1,827263,828840,1577
"CTYZ_00002124","Ctyz_4","Protein kinase-like domain containing protein",2,2,0,0,0,832126,832143,17
"CTYZ_00002124","Ctyz_4","Protein kinase-like domain containing protein",2,2,0,0,0,831840,832020,180
"CTYZ_00002124","Ctyz_4","Protein kinase-like domain containing protein",2,2,0,0,0,829192,831770,2578
"CTYZ_00002125","Ctyz_4","Protein kinase-like domain containing protein",12,12,0,0,0,832166,834829,2663
"CTYZ_00002126","Ctyz_4","Uncharacterized protein",1,1,0,0,0,835627,838401,2774
"CTYZ_00002127","Ctyz_4","Uncharacterized protein",2,2,0,0,0,838727,841702,2975
"CTYZ_00002128","Ctyz_4","Uncharacterized protein",12,12,0,0,0,842199,843944,1745
"CTYZ_00002129","Ctyz_4","Immunodominant antigen",2,1,0,1,1,844553,844897,344
"CTYZ_00002130","Ctyz_4","Uncharacterized protein",38,23,14,1,15,846081,848978,2897
"CTYZ_00002131","Ctyz_4","Uncharacterized protein",10,10,0,0,0,850742,851668,926
"CTYZ_00002132","Ctyz_4","Uncharacterized protein",23,23,0,0,0,852745,853491,746
"CTYZ_00002133","Ctyz_4","Uncharacterized protein",19,18,1,0,1,854805,855845,1040
"CTYZ_00002134","Ctyz_4","Uncharacterized protein",5,4,1,0,1,857059,858444,1385
"CTYZ_00002135","Ctyz_4","Uncharacterized protein",1,1,0,0,0,859060,859539,479
"CTYZ_00002135","Ctyz_4","Uncharacterized protein",1,1,0,0,0,859588,859787,199
"CTYZ_00002135","Ctyz_4","Uncharacterized protein",1,1,0,0,0,859814,859916,102
"CTYZ_00002136","Ctyz_4","Large glycine-rich repeat low complexity protein",16,15,1,0,1,861988,864231,2243
"CTYZ_00002137","Ctyz_4","Large glycine-rich repeat low complexity protein",9,7,1,1,2,864342,865364,1022
"CTYZ_00002145","Ctyz_4","Uncharacterized protein",7,7,0,0,0,881647,883587,1940
"CTYZ_00002146","Ctyz_4","Microsomal signal peptidase subunit(SPC12)",1,1,0,0,0,884792,884842,50
"CTYZ_00002146","Ctyz_4","Microsomal signal peptidase subunit(SPC12)",1,1,0,0,0,884577,884723,146
"CTYZ_00002146","Ctyz_4","Microsomal signal peptidase subunit(SPC12)",1,1,0,0,0,884424,884528,104
"CTYZ_00002147","Ctyz_4","Eukaryotic translation initiation factor 3 subunit C",5,2,3,0,3,885888,888974,3086
"CTYZ_00002149","Ctyz_4","Uncharacterized protein",1,1,0,0,0,890338,891336,998
"CTYZ_00002150","Ctyz_4","Rrp8p like methyltransferase",1,1,0,0,0,891721,892827,1106
"CTYZ_00002151","Ctyz_4","transcription factor IIE alpha subunit",1,1,0,0,0,893317,894828,1511
"CTYZ_00002152","Ctyz_4","Uncharacterized protein",3,3,0,0,0,894917,897598,2681
"CTYZ_00002153","Ctyz_4","Ankyrin repeat containing protein",7,7,0,0,0,898965,904172,5207
"CTYZ_00002154","Ctyz_4","Ankyrin repeat containing protein",6,6,0,0,0,905049,911573,6524
"CTYZ_00002155","Ctyz_4","T-complex protein 1 subunit gamma",1,1,0,0,0,912078,913748,1670
"CTYZ_00002156","Ctyz_4","TCP-1/cpn60 chaperonin",1,1,0,0,0,915058,916728,1670
"CTYZ_00002157","Ctyz_4","Uncharacterized protein",5,5,0,0,0,917402,923611,6209
"CTYZ_00002158","Ctyz_4","Emap RNA binding domain protein",1,1,0,0,0,923662,924861,1199
"CTYZ_00002159","Ctyz_4","Snare region anchored in the vesicle membrane C-terminus",1,1,0,0,0,925444,926151,707
"CTYZ_00002160","Ctyz_4","Rab-GTPase-TBC domain containing protein",1,1,0,0,0,926164,927132,968
"CTYZ_00002169","Ctyz_4","AAA-type ATPase",1,1,0,0,0,946988,947101,113
"CTYZ_00002169","Ctyz_4","AAA-type ATPase",1,1,0,0,0,943768,946917,3149
"CTYZ_00002170","Ctyz_4","V-type proton ATPase subunit a",1,1,0,0,0,947604,950330,2726
"CTYZ_00002172","Ctyz_4","Uncharacterized protein",3,1,2,0,2,951998,954739,2741
"CTYZ_00002177","Ctyz_4","Inorganic pyrophosphatase",1,1,0,0,0,961433,962581,1148
"CTYZ_00002178","Ctyz_4","ABC transporter",4,4,0,0,0,963938,968503,4565
"CTYZ_00002179","Ctyz_4","ABC transporter",3,3,0,0,0,969258,973661,4403
"CTYZ_00002180","Ctyz_4","ABC transporter",5,4,0,1,1,974208,978662,4454
"CTYZ_00002181","Ctyz_4","Zinc finger, C3HC4 type (RING) containing protein",3,2,0,1,1,979250,981298,2048
"CTYZ_00002182","Ctyz_4","RCC1/WD40/YVTN/Zinc finger, RanBP2-type containing protein",13,7,5,1,6,981624,984362,2738
"CTYZ_00002183","Ctyz_4","Bromodomain containing protein",2,1,0,1,1,985173,987247,2074
"CTYZ_00002187","Ctyz_4","Uncharacterized protein",12,9,2,1,3,995979,997403,1424
"CTYZ_00002188","Ctyz_4","Replication termination factor 2",1,1,0,0,0,998069,998251,182
"CTYZ_00002188","Ctyz_4","Replication termination factor 2",1,1,0,0,0,997770,997904,134
"CTYZ_00002188","Ctyz_4","Replication termination factor 2",1,1,0,0,0,997412,997666,254
"CTYZ_00002193","Ctyz_4","Uncharacterized protein",5,5,0,0,0,1001766,1004537,2771
"CTYZ_00002195","Ctyz_4","Ribosomal biogenesis regulatory protein",1,1,0,0,0,1005978,1006766,788
"CTYZ_00002199","Ctyz_4","Uncharacterized protein",1,1,0,0,0,1011093,1011422,329
"CTYZ_00002200","Ctyz_4","26S proteasome subunit P45",1,1,0,0,0,1011865,1013199,1334
"CTYZ_00002203","Ctyz_4","Metallo-beta-lactamase",1,1,0,0,0,1016999,1018132,1133
"CTYZ_00002204","Ctyz_4","Uncharacterized protein",3,3,0,0,0,1018560,1018709,149
"CTYZ_00002204","Ctyz_4","Uncharacterized protein",3,3,0,0,0,1018776,1018988,212
"CTYZ_00002205","Ctyz_4","Metallo-beta-lactamase",2,2,0,0,0,1019089,1020150,1061
"CTYZ_00002206","Ctyz_4","Uncharacterized protein",1,1,0,0,0,1020695,1022032,1337
"CTYZ_00002207","Ctyz_4","AP2/ERF domain containing protein",1,1,0,0,0,1022904,1026401,3497
"CTYZ_00002209","Ctyz_4","START-like domain containing protein",1,1,0,0,0,1028559,1030217,1658
"CTYZ_00002210","Ctyz_4","Pre-mRNA-splicing factor of RES complex",1,1,0,0,0,1030866,1031396,530
"CTYZ_00002214","Ctyz_4","Eukaryotic translation initiation factor 3 subunit G",1,1,0,0,0,1038014,1039069,1055
"CTYZ_00002215","Ctyz_4","Nucleolar pre-ribosomal-associated protein 1 C-terminal domain containing protein",2,2,0,0,0,1041058,1041813,755
"CTYZ_00002216","Ctyz_4","Galactose-binding domain-containing protein",4,3,1,0,1,1045401,1048032,2631
"CTYZ_00002217","Ctyz_4","Uncharacterized protein",2,1,1,0,1,1048710,1049234,524
"CTYZ_00002220","Ctyz_4","DNA replication licensing factor Mcm7",1,1,0,0,0,1052665,1055235,2570
"CTYZ_00002222","Ctyz_4","WD40-repeat-containing protein",2,2,0,0,0,1056517,1058169,1652
"CTYZ_00002225","Ctyz_4","Histidine phosphatase superfamily clade-2",2,2,0,0,0,1064236,1064739,503
"CTYZ_00002226","Ctyz_4","Histidine phosphatase superfamily clade-2",1,1,0,0,0,1066274,1067923,1649
"CTYZ_00002227","Ctyz_4","WD40-repeat-containing protein",1,1,0,0,0,1068465,1071593,3128
"CTYZ_00002229","Ctyz_4","ZZ finger/SANT/SWIRM domain containing protein",3,3,0,0,0,1073543,1075561,2018
"CTYZ_00002230","Ctyz_4","Uncharacterized protein",3,3,0,0,0,1075648,1078716,3068
"CTYZ_00002231","Ctyz_4","WWE domain containing protein",6,6,0,0,0,1079745,1083476,3731
"CTYZ_00002232","Ctyz_4","putative Secreted Protein",2,2,0,0,0,1084074,1090346,6272
"CTYZ_00002234","Ctyz_4","Uncharacterized protein",2,2,0,0,0,1092064,1093029,965
"CTYZ_00002235","Ctyz_4","WD40-repeat-containing protein",4,3,0,1,1,1093127,1095337,2210
"CTYZ_00002236","Ctyz_4","UDP-N-acetylglucosamine pyrophosphorylase",2,2,0,0,0,1095983,1097767,1784
"CTYZ_00002237","Ctyz_4","Yip1p like integral membrane protein",1,1,0,0,0,1098757,1100199,1442
"CTYZ_00002239","Ctyz_4","DNA topoisomerase 2",1,0,0,1,1,1100854,1106214,5360
"CTYZ_00002240","Ctyz_2","Heat shock 70 protein",2,1,0,1,1,2353,4383,2030
"CTYZ_00002243","Ctyz_2","SIK1 nucleolar protein Nop56",1,0,1,0,1,9445,10938,1493
"CTYZ_00002244","Ctyz_2","ABC transporter",3,3,0,0,0,11705,16306,4601
"CTYZ_00002245","Ctyz_2","ABC transporter",2,1,1,0,1,17797,22518,4721
"CTYZ_00002246","Ctyz_2","ABC transporter family protein",4,4,0,0,0,23307,27746,4439
"CTYZ_00002247","Ctyz_2","ABC transporter",2,2,0,0,0,28321,33150,4829
"CTYZ_00002249","Ctyz_2","DEAD/DEAH box helicase domain containing protein",1,1,0,0,0,38091,38119,28
"CTYZ_00002249","Ctyz_2","DEAD/DEAH box helicase domain containing protein",1,1,0,0,0,36445,38008,1563
"CTYZ_00002253","Ctyz_2","R3H domain containing protein",1,1,0,0,0,41560,42531,971
"CTYZ_00002258","Ctyz_2","Uncharacterized protein",1,0,1,0,1,47820,48446,626
"CTYZ_00002259","Ctyz_2","Glycerol-3-phosphate dehydrogenase [NAD(+)]",1,1,0,0,0,49293,50540,1247
"CTYZ_00002261","Ctyz_2","Phosphatidylinositol phosphate phosphatase",6,6,0,0,0,53241,58025,4784
"CTYZ_00002267","Ctyz_2","Uncharacterized protein",1,1,0,0,0,66149,66232,83
"CTYZ_00002267","Ctyz_2","Uncharacterized protein",1,1,0,0,0,64993,66081,1088
"CTYZ_00002268","Ctyz_2","Histidine kinase/DNA gyrase B/HSP90-like ATPase",4,4,0,0,0,66754,70461,3707
"CTYZ_00002269","Ctyz_2","Equilibrative nucleoside transporter",1,1,0,0,0,71336,72682,1346
"CTYZ_00002271","Ctyz_2","Notchless",1,1,0,0,0,73612,75216,1604
"CTYZ_00002272","Ctyz_2","RING/FYVE/PHD-type Zinc finger-containing protein",3,3,0,0,0,75735,79439,3704
"CTYZ_00002276","Ctyz_2","Dephospho-CoA kinase",1,1,0,0,0,85081,85130,49
"CTYZ_00002276","Ctyz_2","Dephospho-CoA kinase",1,1,0,0,0,84481,84946,465
"CTYZ_00002277","Ctyz_2","Uncharacterized protein",8,8,0,0,0,87171,87476,305
"CTYZ_00002278","Ctyz_2","Signal peptide containing protein",3,3,0,0,0,88805,89254,449
"CTYZ_00002279","Ctyz_2","Signal peptide containing protein",2,2,0,0,0,89935,90663,728
"CTYZ_00002280","Ctyz_2","Uncharacterized protein",5,5,0,0,0,92015,92344,329
"CTYZ_00002281","Ctyz_2","Signal peptide containing protein",2,2,0,0,0,93151,93687,536
"CTYZ_00002282","Ctyz_2","Signal peptide containing protein",2,2,0,0,0,94134,94535,401
"CTYZ_00002283","Ctyz_2","Signal peptide containing protein",3,3,0,0,0,94936,95469,533
"CTYZ_00002284","Ctyz_2","Uncharacterized protein",1,1,0,0,0,99749,100690,941
"CTYZ_00002285","Ctyz_2","Uncharacterized protein",7,1,6,0,6,101306,103063,1757
"CTYZ_00002286","Ctyz_2","Uncharacterized protein",2,1,0,1,1,103620,105023,1403
"CTYZ_00002287","Ctyz_2","Uncharacterized protein",3,1,0,2,2,105480,106580,1100
"CTYZ_00002288","Ctyz_2","BRCT domain containing protein",1,1,0,0,0,107247,108665,1418
"CTYZ_00002289","Ctyz_2","Homologous-pairing protein 2",1,1,0,0,0,109498,110394,896
"CTYZ_00002289","Ctyz_2","Homologous-pairing protein 2",1,1,0,0,0,109280,109393,113
"CTYZ_00002289","Ctyz_2","Homologous-pairing protein 2",1,1,0,0,0,109143,109226,83
"CTYZ_00002291","Ctyz_2","Proteasome subunit beta type",1,1,0,0,0,112892,113497,605
"CTYZ_00002292","Ctyz_2","Organic solute transporter Ostalpha",6,4,2,0,2,114500,116164,1664
"CTYZ_00002294","Ctyz_2","Uncharacterized protein",10,10,0,0,0,118576,125538,6962
"CTYZ_00002296","Ctyz_2","Uncharacterized protein",5,4,0,1,1,127253,133921,6668
"CTYZ_00002297","Ctyz_2","Nucleotide-sugar transporter",1,1,0,0,0,134790,134816,26
"CTYZ_00002297","Ctyz_2","Nucleotide-sugar transporter",1,1,0,0,0,134942,136270,1328
"CTYZ_00002298","Ctyz_2","T-complex protein 1 alpha subunit",1,0,1,0,1,136876,138492,1616
"CTYZ_00002301","Ctyz_2","Inward rectifier potassium channel",1,0,1,0,1,142809,143633,824
"CTYZ_00002302","Ctyz_2","Metallo-dependent phosphatase-like protein",2,2,0,0,0,144871,145887,1016
"CTYZ_00002303","Ctyz_2","SUN domain containing protein",5,5,0,0,0,147373,149451,2078
"CTYZ_00002304","Ctyz_2","Uncharacterized protein",2,2,0,0,0,149523,150848,1325
"CTYZ_00002305","Ctyz_2","Uncharacterized protein",1,1,0,0,0,151446,152513,1067
"CTYZ_00002306","Ctyz_2","Uncharacterized protein",12,10,2,0,2,153020,158380,5360
"CTYZ_00002307","Ctyz_2","SPX/RING-type Zinc finger domain containing protein",10,4,4,2,6,159736,161754,2018
"CTYZ_00002308","Ctyz_2","SPX/RING-type Zinc finger domain containing protein",5,3,1,1,2,161814,163739,1925
"CTYZ_00002309","Ctyz_2","PMS1/MutL family ATpase",6,3,0,3,3,166086,168898,2812
"CTYZ_00002309","Ctyz_2","PMS1/MutL family ATpase",6,3,0,3,3,165866,166013,147
"CTYZ_00002310","Ctyz_2","putative protease",1,1,0,0,0,169454,170260,806
"CTYZ_00002314","Ctyz_2","WD40 repeat containing protein",3,3,0,0,0,174488,175753,1265
"CTYZ_00002315","Ctyz_2","NSF attachment protein",2,2,0,0,0,175982,176989,1007
"CTYZ_00002316","Ctyz_2","Bacterial surface antigen (D15)",2,2,0,0,0,178599,178686,87
"CTYZ_00002316","Ctyz_2","Bacterial surface antigen (D15)",2,2,0,0,0,177097,178511,1414
"CTYZ_00002319","Ctyz_2","LH2/LCCL/SRCR domain containing protein",3,3,0,0,0,181214,184954,3740
"CTYZ_00002320","Ctyz_2","Major facilitator superfamily",1,1,0,0,0,185765,187576,1811
"CTYZ_00002325","Ctyz_2","Uncharacterized protein",1,1,0,0,0,192740,193675,935
"CTYZ_00002326","Ctyz_2","Proteasome subunit beta type",1,1,0,0,0,194268,194897,629
"CTYZ_00002328","Ctyz_2","Uncharacterized protein",1,1,0,0,0,196598,198490,1892
"CTYZ_00002330","Ctyz_2","Uncharacterized protein",2,2,0,0,0,199587,200810,1223
"CTYZ_00002331","Ctyz_2","TCP-1/cpn60 chaperonin",1,1,0,0,0,203348,203350,2
"CTYZ_00002331","Ctyz_2","TCP-1/cpn60 chaperonin",1,1,0,0,0,201509,203089,1580
"CTYZ_00002332","Ctyz_2","Protein kinase domain containing protein",2,2,0,0,0,203802,204929,1127
"CTYZ_00002334","Ctyz_2","insulinase-like peptidase",3,3,0,0,0,208772,211810,3038
"CTYZ_00002335","Ctyz_2","Signal peptide plus transmembrane domain containing protein",2,2,0,0,0,212352,215513,3161
"CTYZ_00002336","Ctyz_2","Uncharacterized protein",2,2,0,0,0,216062,217375,1313
"CTYZ_00002337","Ctyz_2","Uncharacterized protein",5,5,0,0,0,217592,219418,1826
"CTYZ_00002338","Ctyz_2","Uncharacterized protein",2,2,0,0,0,219526,221832,2306
"CTYZ_00002340","Ctyz_2","Queuine tRNA-ribosyltransferase",1,1,0,0,0,223483,225375,1892
"CTYZ_00002341","Ctyz_2","RNA recognition motif domain containing protein",1,0,1,0,1,225883,227784,1901
"CTYZ_00002343","Ctyz_2","Proteasome regulatory subunit Rpn9",2,2,0,0,0,231696,232985,1289
"CTYZ_00002345","Ctyz_2","Flavohemoprotein b5 plus b5R cytochrome b-type NAD(P)H oxidoreductase",2,2,0,0,0,234471,235043,572
"CTYZ_00002346","Ctyz_2","Uncharacterized protein",2,2,0,0,0,235492,236511,1019
"CTYZ_00002347","Ctyz_2","Protein kinase/EF-hand domain containing protein",1,1,0,0,0,236646,238799,2153
"CTYZ_00002348","Ctyz_2","40S ribosomal protein S25",1,1,0,0,0,239889,240206,317
"CTYZ_00002349","Ctyz_2","Uncharacterized protein",2,2,0,0,0,240414,242165,1751
"CTYZ_00002350","Ctyz_2","O-acyltransferase",1,1,0,0,0,242308,243822,1514
"CTYZ_00002351","Ctyz_2","MCM domain containing protein",2,2,0,0,0,244138,247047,2909
"CTYZ_00002353","Ctyz_2","molybdopterin synthase sulfurylase/Rhodanese-like domain containing protein",3,3,0,0,0,249158,250642,1484
"CTYZ_00002354","Ctyz_2","Uncharacterized protein",2,2,0,0,0,250670,252712,2042
"CTYZ_00002355","Ctyz_2","Syntaxin",1,1,0,0,0,252834,253799,965
"CTYZ_00002358","Ctyz_2","ZPR1-type Zinc finger containing protein",2,2,0,0,0,258815,259791,976
"CTYZ_00002358","Ctyz_2","ZPR1-type Zinc finger containing protein",2,2,0,0,0,259847,260294,447
"CTYZ_00002361","Ctyz_2","Phosphotransferase KptA/Tpt1",1,1,0,0,0,263723,264484,761
"CTYZ_00002362","Ctyz_2","Uncharacterized protein",2,2,0,0,0,264593,266305,1712
"CTYZ_00002363","Ctyz_2","Uncharacterized protein",1,1,0,0,0,266920,269169,2249
"CTYZ_00002365","Ctyz_2","MCM domain containing protein",2,2,0,0,0,270827,273508,2681
"CTYZ_00002366","Ctyz_2","Uncharacterized protein",1,1,0,0,0,274134,276566,2432
"CTYZ_00002367","Ctyz_2","Membrane associated adenylyl cyclase",2,2,0,0,0,276583,279066,2483
"CTYZ_00002369","Ctyz_2","Uncharacterized protein",2,2,0,0,0,281575,282840,1265
"CTYZ_00002371","Ctyz_2","Major facilitator superfamily domain containing protein",2,2,0,0,0,285574,287019,1445
"CTYZ_00002373","Ctyz_2","phosphatidylinositol 3-and 4-kinase family protein",1,1,0,0,0,289497,291527,2030
"CTYZ_00002377","Ctyz_2","Uncharacterized protein",2,2,0,0,0,295227,297857,2630
"CTYZ_00002378","Ctyz_2","Uncharacterized protein",2,2,0,0,0,299446,300321,875
"CTYZ_00002379","Ctyz_2","Uncharacterized protein",1,1,0,0,0,300403,300990,587
"CTYZ_00002380","Ctyz_2","Uncharacterized protein",4,4,0,0,0,301047,302885,1838
"CTYZ_00002382","Ctyz_2","DnaJ domain containing protein",13,13,0,0,0,304210,305010,800
"CTYZ_00002382","Ctyz_2","DnaJ domain containing protein",13,13,0,0,0,305252,305917,665
"CTYZ_00002383","Ctyz_2","Dynactin subunit p62",2,2,0,0,0,305920,307302,1382
"CTYZ_00002385","Ctyz_2","Proteasome subunit alpha type",1,1,0,0,0,308308,310029,1721
"CTYZ_00002386","Ctyz_2","SUMO-1 activating enzyme subunit 2",1,1,0,0,0,310098,312008,1910
