"","GeneID","CHR","TYPE","PRODUCT","START","END","LENGTH","STRAND","PHASE"
"10265","CTYZ_00001954","Ctyz_4","start_codon","Centromeric histone H3-like protein",463180,463182,2,"-","0"
"10266","CTYZ_00001954","Ctyz_4","stop_codon","Centromeric histone H3-like protein",462662,462664,2,"-","0"
"10267","CTYZ_00001955","Ctyz_4","gene",NA,463591,464560,969,"+",NA
"10268","CTYZ_00001955","Ctyz_4","transcript","Autophagy protein Apg5",463591,464560,969,"+",NA
"10269","CTYZ_00001955","Ctyz_4","exon","Autophagy protein Apg5",463591,463868,277,"+",NA
"10270","CTYZ_00001955","Ctyz_4","exon","Autophagy protein Apg5",463914,464267,353,"+",NA
"10271","CTYZ_00001955","Ctyz_4","exon","Autophagy protein Apg5",464314,464560,246,"+",NA
"10272","CTYZ_00001955","Ctyz_4","CDS","Autophagy protein Apg5",463591,463868,277,"+","0"
"10273","CTYZ_00001955","Ctyz_4","CDS","Autophagy protein Apg5",463914,464267,353,"+","1"
"10274","CTYZ_00001955","Ctyz_4","CDS","Autophagy protein Apg5",464314,464557,243,"+","1"
"10275","CTYZ_00001955","Ctyz_4","start_codon","Autophagy protein Apg5",463591,463593,2,"+","0"
"10276","CTYZ_00001955","Ctyz_4","stop_codon","Autophagy protein Apg5",464558,464560,2,"+","0"
"10277","CTYZ_00001956","Ctyz_4","gene",NA,464566,464802,236,"-",NA
"10278","CTYZ_00001956","Ctyz_4","transcript","Uncharacterized protein",464566,464802,236,"-",NA
"10279","CTYZ_00001956","Ctyz_4","exon","Uncharacterized protein",464566,464802,236,"-",NA
"10280","CTYZ_00001956","Ctyz_4","CDS","Uncharacterized protein",464569,464802,233,"-","0"
"10281","CTYZ_00001956","Ctyz_4","start_codon","Uncharacterized protein",464800,464802,2,"-","0"
"10282","CTYZ_00001956","Ctyz_4","stop_codon","Uncharacterized protein",464566,464568,2,"-","0"
"10283","CTYZ_00001957","Ctyz_4","gene",NA,465026,467988,2962,"-",NA
"10284","CTYZ_00001957","Ctyz_4","transcript","Uncharacterized protein",465026,467988,2962,"-",NA
"10285","CTYZ_00001957","Ctyz_4","exon","Uncharacterized protein",467970,467988,18,"-",NA
"10286","CTYZ_00001957","Ctyz_4","exon","Uncharacterized protein",465026,467913,2887,"-",NA
"10287","CTYZ_00001957","Ctyz_4","CDS","Uncharacterized protein",467970,467988,18,"-","0"
"10288","CTYZ_00001957","Ctyz_4","CDS","Uncharacterized protein",465029,467913,2884,"-","2"
"10289","CTYZ_00001957","Ctyz_4","start_codon","Uncharacterized protein",467986,467988,2,"-","0"
"10290","CTYZ_00001957","Ctyz_4","stop_codon","Uncharacterized protein",465026,465028,2,"-","0"
"10291","CTYZ_00001958","Ctyz_4","gene",NA,468374,469435,1061,"+",NA
"10292","CTYZ_00001958","Ctyz_4","transcript","RecA-like DNA recombination and repair protein",468374,469435,1061,"+",NA
"10293","CTYZ_00001958","Ctyz_4","exon","RecA-like DNA recombination and repair protein",468374,468470,96,"+",NA
"10294","CTYZ_00001958","Ctyz_4","exon","RecA-like DNA recombination and repair protein",468521,468664,143,"+",NA
"10295","CTYZ_00001958","Ctyz_4","exon","RecA-like DNA recombination and repair protein",468709,468887,178,"+",NA
"10296","CTYZ_00001958","Ctyz_4","exon","RecA-like DNA recombination and repair protein",468932,469004,72,"+",NA
"10297","CTYZ_00001958","Ctyz_4","exon","RecA-like DNA recombination and repair protein",469047,469360,313,"+",NA
"10298","CTYZ_00001958","Ctyz_4","exon","RecA-like DNA recombination and repair protein",469406,469435,29,"+",NA
"10299","CTYZ_00001958","Ctyz_4","CDS","RecA-like DNA recombination and repair protein",468374,468470,96,"+","0"
"10300","CTYZ_00001958","Ctyz_4","CDS","RecA-like DNA recombination and repair protein",468521,468664,143,"+","2"
"10301","CTYZ_00001958","Ctyz_4","CDS","RecA-like DNA recombination and repair protein",468709,468887,178,"+","2"
"10302","CTYZ_00001958","Ctyz_4","CDS","RecA-like DNA recombination and repair protein",468932,469004,72,"+","0"
"10303","CTYZ_00001958","Ctyz_4","CDS","RecA-like DNA recombination and repair protein",469047,469360,313,"+","2"
"10304","CTYZ_00001958","Ctyz_4","CDS","RecA-like DNA recombination and repair protein",469406,469432,26,"+","0"
"10305","CTYZ_00001958","Ctyz_4","start_codon","RecA-like DNA recombination and repair protein",468374,468376,2,"+","0"
"10306","CTYZ_00001958","Ctyz_4","stop_codon","RecA-like DNA recombination and repair protein",469433,469435,2,"+","0"
"10307","CTYZ_00001959","Ctyz_4","gene",NA,469636,470949,1313,"+",NA
"10308","CTYZ_00001959","Ctyz_4","transcript","Cyclin B like",469636,470949,1313,"+",NA
"10309","CTYZ_00001959","Ctyz_4","exon","Cyclin B like",469636,470949,1313,"+",NA
"10310","CTYZ_00001959","Ctyz_4","CDS","Cyclin B like",469636,470946,1310,"+","0"
"10311","CTYZ_00001959","Ctyz_4","start_codon","Cyclin B like",469636,469638,2,"+","0"
"10312","CTYZ_00001959","Ctyz_4","stop_codon","Cyclin B like",470947,470949,2,"+","0"
"10313","CTYZ_00001960","Ctyz_4","gene",NA,471014,472039,1025,"-",NA
"10314","CTYZ_00001960","Ctyz_4","transcript","DHHC palmitoyltransferase",471014,472039,1025,"-",NA
"10315","CTYZ_00001960","Ctyz_4","exon","DHHC palmitoyltransferase",471014,472039,1025,"-",NA
"10316","CTYZ_00001960","Ctyz_4","CDS","DHHC palmitoyltransferase",471017,472039,1022,"-","0"
"10317","CTYZ_00001960","Ctyz_4","start_codon","DHHC palmitoyltransferase",472037,472039,2,"-","0"
"10318","CTYZ_00001960","Ctyz_4","stop_codon","DHHC palmitoyltransferase",471014,471016,2,"-","0"
"10319","CTYZ_00001961","Ctyz_4","gene",NA,472411,474153,1742,"-",NA
"10320","CTYZ_00001961","Ctyz_4","transcript","SET domain containing protein",472411,474153,1742,"-",NA
"10321","CTYZ_00001961","Ctyz_4","exon","SET domain containing protein",472411,474153,1742,"-",NA
"10322","CTYZ_00001961","Ctyz_4","CDS","SET domain containing protein",472414,474153,1739,"-","0"
"10323","CTYZ_00001961","Ctyz_4","start_codon","SET domain containing protein",474151,474153,2,"-","0"
"10324","CTYZ_00001961","Ctyz_4","stop_codon","SET domain containing protein",472411,472413,2,"-","0"
"10325","CTYZ_00001962","Ctyz_4","gene",NA,474850,475188,338,"+",NA
"10326","CTYZ_00001962","Ctyz_4","transcript","SET domain containing protein",474850,475188,338,"+",NA
"10327","CTYZ_00001962","Ctyz_4","exon","SET domain containing protein",474850,475084,234,"+",NA
"10328","CTYZ_00001962","Ctyz_4","exon","SET domain containing protein",475154,475188,34,"+",NA
"10329","CTYZ_00001962","Ctyz_4","CDS","SET domain containing protein",474850,475084,234,"+","0"
"10330","CTYZ_00001962","Ctyz_4","CDS","SET domain containing protein",475154,475185,31,"+","2"
"10331","CTYZ_00001962","Ctyz_4","start_codon","SET domain containing protein",474850,474852,2,"+","0"
"10332","CTYZ_00001962","Ctyz_4","stop_codon","SET domain containing protein",475186,475188,2,"+","0"
"10333","CTYZ_00001963","Ctyz_4","gene",NA,475561,476895,1334,"+",NA
"10334","CTYZ_00001963","Ctyz_4","transcript","Glycosyl transferase family 1/GPI anchor biosynthesis related protein",475561,476895,1334,"+",NA
"10335","CTYZ_00001963","Ctyz_4","exon","Glycosyl transferase family 1/GPI anchor biosynthesis related protein",475561,476895,1334,"+",NA
"10336","CTYZ_00001963","Ctyz_4","CDS","Glycosyl transferase family 1/GPI anchor biosynthesis related protein",475561,476892,1331,"+","0"
"10337","CTYZ_00001963","Ctyz_4","start_codon","Glycosyl transferase family 1/GPI anchor biosynthesis related protein",475561,475563,2,"+","0"
"10338","CTYZ_00001963","Ctyz_4","stop_codon","Glycosyl transferase family 1/GPI anchor biosynthesis related protein",476893,476895,2,"+","0"
"10339","CTYZ_00001964","Ctyz_4","gene",NA,477001,477689,688,"-",NA
"10340","CTYZ_00001964","Ctyz_4","transcript","Uncharacterized protein",477001,477689,688,"-",NA
"10341","CTYZ_00001964","Ctyz_4","exon","Uncharacterized protein",477455,477689,234,"-",NA
"10342","CTYZ_00001964","Ctyz_4","exon","Uncharacterized protein",477001,477401,400,"-",NA
"10343","CTYZ_00001964","Ctyz_4","CDS","Uncharacterized protein",477455,477689,234,"-","0"
"10344","CTYZ_00001964","Ctyz_4","CDS","Uncharacterized protein",477004,477401,397,"-","2"
"10345","CTYZ_00001964","Ctyz_4","start_codon","Uncharacterized protein",477687,477689,2,"-","0"
"10346","CTYZ_00001964","Ctyz_4","stop_codon","Uncharacterized protein",477001,477003,2,"-","0"
"10347","CTYZ_00001965","Ctyz_4","gene",NA,477929,479836,1907,"-",NA
"10348","CTYZ_00001965","Ctyz_4","transcript","Papain family cysteine protease",477929,479836,1907,"-",NA
"10349","CTYZ_00001965","Ctyz_4","exon","Papain family cysteine protease",477929,479836,1907,"-",NA
"10350","CTYZ_00001965","Ctyz_4","CDS","Papain family cysteine protease",477932,479836,1904,"-","0"
"10351","CTYZ_00001965","Ctyz_4","start_codon","Papain family cysteine protease",479834,479836,2,"-","0"
"10352","CTYZ_00001965","Ctyz_4","stop_codon","Papain family cysteine protease",477929,477931,2,"-","0"
"10353","CTYZ_00001966","Ctyz_4","gene",NA,480587,482068,1481,"+",NA
"10354","CTYZ_00001966","Ctyz_4","transcript","PX domain containing protein",480587,482068,1481,"+",NA
"10355","CTYZ_00001966","Ctyz_4","exon","PX domain containing protein",480587,482068,1481,"+",NA
"10356","CTYZ_00001966","Ctyz_4","CDS","PX domain containing protein",480587,482065,1478,"+","0"
"10357","CTYZ_00001966","Ctyz_4","start_codon","PX domain containing protein",480587,480589,2,"+","0"
"10358","CTYZ_00001966","Ctyz_4","stop_codon","PX domain containing protein",482066,482068,2,"+","0"
"10359","CTYZ_00001967","Ctyz_4","gene",NA,482161,483189,1028,"-",NA
"10360","CTYZ_00001967","Ctyz_4","transcript","Rab-GTPase-TBC domain containing protein",482161,483189,1028,"-",NA
"10361","CTYZ_00001967","Ctyz_4","exon","Rab-GTPase-TBC domain containing protein",482161,483189,1028,"-",NA
"10362","CTYZ_00001967","Ctyz_4","CDS","Rab-GTPase-TBC domain containing protein",482164,483189,1025,"-","0"
"10363","CTYZ_00001967","Ctyz_4","start_codon","Rab-GTPase-TBC domain containing protein",483187,483189,2,"-","0"
"10364","CTYZ_00001967","Ctyz_4","stop_codon","Rab-GTPase-TBC domain containing protein",482161,482163,2,"-","0"
"10365","CTYZ_00001968","Ctyz_4","gene",NA,483502,484668,1166,"+",NA
"10366","CTYZ_00001968","Ctyz_4","transcript","Uncharacterized protein",483502,484668,1166,"+",NA
"10367","CTYZ_00001968","Ctyz_4","exon","Uncharacterized protein",483502,484668,1166,"+",NA
"10368","CTYZ_00001968","Ctyz_4","CDS","Uncharacterized protein",483502,484665,1163,"+","0"
"10369","CTYZ_00001968","Ctyz_4","start_codon","Uncharacterized protein",483502,483504,2,"+","0"
"10370","CTYZ_00001968","Ctyz_4","stop_codon","Uncharacterized protein",484666,484668,2,"+","0"
"10371","CTYZ_00001969","Ctyz_4","gene",NA,484750,486933,2183,"-",NA
"10372","CTYZ_00001969","Ctyz_4","transcript","DNA replication factor CDT1 like protein",484750,486933,2183,"-",NA
"10373","CTYZ_00001969","Ctyz_4","exon","DNA replication factor CDT1 like protein",484750,486933,2183,"-",NA
"10374","CTYZ_00001969","Ctyz_4","CDS","DNA replication factor CDT1 like protein",484753,486933,2180,"-","0"
"10375","CTYZ_00001969","Ctyz_4","start_codon","DNA replication factor CDT1 like protein",486931,486933,2,"-","0"
"10376","CTYZ_00001969","Ctyz_4","stop_codon","DNA replication factor CDT1 like protein",484750,484752,2,"-","0"
"10377","CTYZ_00001970","Ctyz_4","gene",NA,487286,488369,1083,"-",NA
"10378","CTYZ_00001970","Ctyz_4","transcript","Ribonuclease",487286,488369,1083,"-",NA
"10379","CTYZ_00001970","Ctyz_4","exon","Ribonuclease",488207,488369,162,"-",NA
"10380","CTYZ_00001970","Ctyz_4","exon","Ribonuclease",488025,488151,126,"-",NA
"10381","CTYZ_00001970","Ctyz_4","exon","Ribonuclease",487935,487978,43,"-",NA
"10382","CTYZ_00001970","Ctyz_4","exon","Ribonuclease",487423,487893,470,"-",NA
"10383","CTYZ_00001970","Ctyz_4","exon","Ribonuclease",487286,487356,70,"-",NA
"10384","CTYZ_00001970","Ctyz_4","CDS","Ribonuclease",488207,488369,162,"-","0"
"10385","CTYZ_00001970","Ctyz_4","CDS","Ribonuclease",488025,488151,126,"-","2"
"10386","CTYZ_00001970","Ctyz_4","CDS","Ribonuclease",487935,487978,43,"-","1"
"10387","CTYZ_00001970","Ctyz_4","CDS","Ribonuclease",487423,487893,470,"-","2"
"10388","CTYZ_00001970","Ctyz_4","CDS","Ribonuclease",487289,487356,67,"-","2"
"10389","CTYZ_00001970","Ctyz_4","start_codon","Ribonuclease",488367,488369,2,"-","0"
"10390","CTYZ_00001970","Ctyz_4","stop_codon","Ribonuclease",487286,487288,2,"-","0"
"10391","CTYZ_00001971","Ctyz_4","gene",NA,488818,491148,2330,"+",NA
"10392","CTYZ_00001971","Ctyz_4","transcript","Uncharacterized protein",488818,491148,2330,"+",NA
"10393","CTYZ_00001971","Ctyz_4","exon","Uncharacterized protein",488818,491148,2330,"+",NA
"10394","CTYZ_00001971","Ctyz_4","CDS","Uncharacterized protein",488818,491145,2327,"+","0"
"10395","CTYZ_00001971","Ctyz_4","start_codon","Uncharacterized protein",488818,488820,2,"+","0"
"10396","CTYZ_00001971","Ctyz_4","stop_codon","Uncharacterized protein",491146,491148,2,"+","0"
"10397","CTYZ_00001972","Ctyz_4","gene",NA,491157,494558,3401,"-",NA
"10398","CTYZ_00001972","Ctyz_4","transcript","Dpy-19/Dpy-19-like protein",491157,494558,3401,"-",NA
"10399","CTYZ_00001972","Ctyz_4","exon","Dpy-19/Dpy-19-like protein",491157,494558,3401,"-",NA
"10400","CTYZ_00001972","Ctyz_4","CDS","Dpy-19/Dpy-19-like protein",491160,494558,3398,"-","0"
"10401","CTYZ_00001972","Ctyz_4","start_codon","Dpy-19/Dpy-19-like protein",494556,494558,2,"-","0"
"10402","CTYZ_00001972","Ctyz_4","stop_codon","Dpy-19/Dpy-19-like protein",491157,491159,2,"-","0"
"10403","CTYZ_00001973","Ctyz_4","gene",NA,494955,496607,1652,"-",NA
"10404","CTYZ_00001973","Ctyz_4","transcript","Aspartic peptidase A1 family",494955,496607,1652,"-",NA
"10405","CTYZ_00001973","Ctyz_4","exon","Aspartic peptidase A1 family",494955,496607,1652,"-",NA
"10406","CTYZ_00001973","Ctyz_4","CDS","Aspartic peptidase A1 family",494958,496607,1649,"-","0"
"10407","CTYZ_00001973","Ctyz_4","start_codon","Aspartic peptidase A1 family",496605,496607,2,"-","0"
"10408","CTYZ_00001973","Ctyz_4","stop_codon","Aspartic peptidase A1 family",494955,494957,2,"-","0"
"10409","CTYZ_00001974","Ctyz_4","gene",NA,496830,500522,3692,"-",NA
"10410","CTYZ_00001974","Ctyz_4","transcript","RecF/RecN/SMC domain containing protein",496830,500522,3692,"-",NA
"10411","CTYZ_00001974","Ctyz_4","exon","RecF/RecN/SMC domain containing protein",496830,500522,3692,"-",NA
"10412","CTYZ_00001974","Ctyz_4","CDS","RecF/RecN/SMC domain containing protein",496833,500522,3689,"-","0"
"10413","CTYZ_00001974","Ctyz_4","start_codon","RecF/RecN/SMC domain containing protein",500520,500522,2,"-","0"
"10414","CTYZ_00001974","Ctyz_4","stop_codon","RecF/RecN/SMC domain containing protein",496830,496832,2,"-","0"
"10415","CTYZ_00001975","Ctyz_4","gene",NA,501032,503731,2699,"+",NA
"10416","CTYZ_00001975","Ctyz_4","transcript","Adaptin N terminal domain containing protein",501032,503731,2699,"+",NA
"10417","CTYZ_00001975","Ctyz_4","exon","Adaptin N terminal domain containing protein",501032,503731,2699,"+",NA
"10418","CTYZ_00001975","Ctyz_4","CDS","Adaptin N terminal domain containing protein",501032,503728,2696,"+","0"
"10419","CTYZ_00001975","Ctyz_4","start_codon","Adaptin N terminal domain containing protein",501032,501034,2,"+","0"
"10420","CTYZ_00001975","Ctyz_4","stop_codon","Adaptin N terminal domain containing protein",503729,503731,2,"+","0"
"10421","CTYZ_00001976","Ctyz_4","gene",NA,503774,504166,392,"-",NA
"10422","CTYZ_00001976","Ctyz_4","transcript","Double-stranded DNA-binding domain containing protein",503774,504166,392,"-",NA
"10423","CTYZ_00001976","Ctyz_4","exon","Double-stranded DNA-binding domain containing protein",503774,504166,392,"-",NA
"10424","CTYZ_00001976","Ctyz_4","CDS","Double-stranded DNA-binding domain containing protein",503777,504166,389,"-","0"
"10425","CTYZ_00001976","Ctyz_4","start_codon","Double-stranded DNA-binding domain containing protein",504164,504166,2,"-","0"
"10426","CTYZ_00001976","Ctyz_4","stop_codon","Double-stranded DNA-binding domain containing protein",503774,503776,2,"-","0"
"10427","CTYZ_00001977","Ctyz_4","gene",NA,504663,506318,1655,"+",NA
"10428","CTYZ_00001977","Ctyz_4","transcript","Uncharacterized protein",504663,506318,1655,"+",NA
"10429","CTYZ_00001977","Ctyz_4","exon","Uncharacterized protein",504663,506318,1655,"+",NA
"10430","CTYZ_00001977","Ctyz_4","CDS","Uncharacterized protein",504663,506315,1652,"+","0"
"10431","CTYZ_00001977","Ctyz_4","start_codon","Uncharacterized protein",504663,504665,2,"+","0"
"10432","CTYZ_00001977","Ctyz_4","stop_codon","Uncharacterized protein",506316,506318,2,"+","0"
"10433","CTYZ_00001978","Ctyz_4","gene",NA,506383,510348,3965,"-",NA
"10434","CTYZ_00001978","Ctyz_4","transcript","Uncharacterized protein",506383,510348,3965,"-",NA
"10435","CTYZ_00001978","Ctyz_4","exon","Uncharacterized protein",506383,510348,3965,"-",NA
"10436","CTYZ_00001978","Ctyz_4","CDS","Uncharacterized protein",506386,510348,3962,"-","0"
"10437","CTYZ_00001978","Ctyz_4","start_codon","Uncharacterized protein",510346,510348,2,"-","0"
"10438","CTYZ_00001978","Ctyz_4","stop_codon","Uncharacterized protein",506383,506385,2,"-","0"
"10439","CTYZ_00001979","Ctyz_4","gene",NA,510639,511565,926,"+",NA
"10440","CTYZ_00001979","Ctyz_4","transcript","DNA / pantothenate metabolism flavoprotein",510639,511565,926,"+",NA
"10441","CTYZ_00001979","Ctyz_4","exon","DNA / pantothenate metabolism flavoprotein",510639,511565,926,"+",NA
"10442","CTYZ_00001979","Ctyz_4","CDS","DNA / pantothenate metabolism flavoprotein",510639,511562,923,"+","0"
"10443","CTYZ_00001979","Ctyz_4","start_codon","DNA / pantothenate metabolism flavoprotein",510639,510641,2,"+","0"
"10444","CTYZ_00001979","Ctyz_4","stop_codon","DNA / pantothenate metabolism flavoprotein",511563,511565,2,"+","0"
"10445","CTYZ_00001980","Ctyz_4","gene",NA,512475,513407,932,"-",NA
"10446","CTYZ_00001980","Ctyz_4","transcript","60S acidic ribosomal protein P0",512475,513407,932,"-",NA
"10447","CTYZ_00001980","Ctyz_4","exon","60S acidic ribosomal protein P0",512475,513407,932,"-",NA
"10448","CTYZ_00001980","Ctyz_4","CDS","60S acidic ribosomal protein P0",512478,513407,929,"-","0"
"10449","CTYZ_00001980","Ctyz_4","start_codon","60S acidic ribosomal protein P0",513405,513407,2,"-","0"
"10450","CTYZ_00001980","Ctyz_4","stop_codon","60S acidic ribosomal protein P0",512475,512477,2,"-","0"
"10451","CTYZ_00001981","Ctyz_4","gene",NA,513860,515002,1142,"+",NA
"10452","CTYZ_00001981","Ctyz_4","transcript","Short-chain dehydrogenase/reductase SDR",513860,515002,1142,"+",NA
"10453","CTYZ_00001981","Ctyz_4","exon","Short-chain dehydrogenase/reductase SDR",513860,515002,1142,"+",NA
"10454","CTYZ_00001981","Ctyz_4","CDS","Short-chain dehydrogenase/reductase SDR",513860,514999,1139,"+","0"
"10455","CTYZ_00001981","Ctyz_4","start_codon","Short-chain dehydrogenase/reductase SDR",513860,513862,2,"+","0"
"10456","CTYZ_00001981","Ctyz_4","stop_codon","Short-chain dehydrogenase/reductase SDR",515000,515002,2,"+","0"
"10457","CTYZ_00001982","Ctyz_4","gene",NA,515063,515821,758,"-",NA
"10458","CTYZ_00001982","Ctyz_4","transcript","Uncharacterized protein",515063,515821,758,"-",NA
"10459","CTYZ_00001982","Ctyz_4","exon","Uncharacterized protein",515063,515821,758,"-",NA
"10460","CTYZ_00001982","Ctyz_4","CDS","Uncharacterized protein",515066,515821,755,"-","0"
"10461","CTYZ_00001982","Ctyz_4","start_codon","Uncharacterized protein",515819,515821,2,"-","0"
"10462","CTYZ_00001982","Ctyz_4","stop_codon","Uncharacterized protein",515063,515065,2,"-","0"
"10463","CTYZ_00001983","Ctyz_4","gene",NA,516193,516805,612,"+",NA
"10464","CTYZ_00001983","Ctyz_4","transcript","Anticodon-binding domain containing protein",516193,516805,612,"+",NA
"10465","CTYZ_00001983","Ctyz_4","exon","Anticodon-binding domain containing protein",516193,516217,24,"+",NA
"10466","CTYZ_00001983","Ctyz_4","exon","Anticodon-binding domain containing protein",516269,516355,86,"+",NA
"10467","CTYZ_00001983","Ctyz_4","exon","Anticodon-binding domain containing protein",516399,516805,406,"+",NA
"10468","CTYZ_00001983","Ctyz_4","CDS","Anticodon-binding domain containing protein",516193,516217,24,"+","0"
"10469","CTYZ_00001983","Ctyz_4","CDS","Anticodon-binding domain containing protein",516269,516355,86,"+","2"
"10470","CTYZ_00001983","Ctyz_4","CDS","Anticodon-binding domain containing protein",516399,516802,403,"+","2"
"10471","CTYZ_00001983","Ctyz_4","start_codon","Anticodon-binding domain containing protein",516193,516195,2,"+","0"
"10472","CTYZ_00001983","Ctyz_4","stop_codon","Anticodon-binding domain containing protein",516803,516805,2,"+","0"
"10473","CTYZ_00001984","Ctyz_4","gene",NA,517094,520282,3188,"+",NA
"10474","CTYZ_00001984","Ctyz_4","transcript","Ubiquitin-activating enzyme E1",517094,520282,3188,"+",NA
"10475","CTYZ_00001984","Ctyz_4","exon","Ubiquitin-activating enzyme E1",517094,520282,3188,"+",NA
"10476","CTYZ_00001984","Ctyz_4","CDS","Ubiquitin-activating enzyme E1",517094,520279,3185,"+","0"
"10477","CTYZ_00001984","Ctyz_4","start_codon","Ubiquitin-activating enzyme E1",517094,517096,2,"+","0"
"10478","CTYZ_00001984","Ctyz_4","stop_codon","Ubiquitin-activating enzyme E1",520280,520282,2,"+","0"
"10479","CTYZ_00001985","Ctyz_4","gene",NA,520428,521114,686,"-",NA
"10480","CTYZ_00001985","Ctyz_4","transcript","Uncharacterized protein",520428,521114,686,"-",NA
"10481","CTYZ_00001985","Ctyz_4","exon","Uncharacterized protein",520428,521114,686,"-",NA
"10482","CTYZ_00001985","Ctyz_4","CDS","Uncharacterized protein",520431,521114,683,"-","0"
"10483","CTYZ_00001985","Ctyz_4","start_codon","Uncharacterized protein",521112,521114,2,"-","0"
"10484","CTYZ_00001985","Ctyz_4","stop_codon","Uncharacterized protein",520428,520430,2,"-","0"
"10485","CTYZ_00001986","Ctyz_4","gene",NA,521629,524118,2489,"+",NA
"10486","CTYZ_00001986","Ctyz_4","transcript","PLAA/Doa1/Lub1/WD40/PUL domain containing protein",521629,524118,2489,"+",NA
"10487","CTYZ_00001986","Ctyz_4","exon","PLAA/Doa1/Lub1/WD40/PUL domain containing protein",521629,524118,2489,"+",NA
"10488","CTYZ_00001986","Ctyz_4","CDS","PLAA/Doa1/Lub1/WD40/PUL domain containing protein",521629,524115,2486,"+","0"
"10489","CTYZ_00001986","Ctyz_4","start_codon","PLAA/Doa1/Lub1/WD40/PUL domain containing protein",521629,521631,2,"+","0"
"10490","CTYZ_00001986","Ctyz_4","stop_codon","PLAA/Doa1/Lub1/WD40/PUL domain containing protein",524116,524118,2,"+","0"
"10491","CTYZ_00001987","Ctyz_4","gene",NA,524157,524471,314,"-",NA
"10492","CTYZ_00001987","Ctyz_4","transcript","Uncharacterized protein",524157,524471,314,"-",NA
"10493","CTYZ_00001987","Ctyz_4","exon","Uncharacterized protein",524157,524471,314,"-",NA
"10494","CTYZ_00001987","Ctyz_4","CDS","Uncharacterized protein",524160,524471,311,"-","0"
"10495","CTYZ_00001987","Ctyz_4","start_codon","Uncharacterized protein",524469,524471,2,"-","0"
"10496","CTYZ_00001987","Ctyz_4","stop_codon","Uncharacterized protein",524157,524159,2,"-","0"
"10497","CTYZ_00001988","Ctyz_4","gene",NA,524603,525052,449,"-",NA
"10498","CTYZ_00001988","Ctyz_4","transcript","Uncharacterized protein",524603,525052,449,"-",NA
"10499","CTYZ_00001988","Ctyz_4","exon","Uncharacterized protein",524603,525052,449,"-",NA
"10500","CTYZ_00001988","Ctyz_4","CDS","Uncharacterized protein",524606,525052,446,"-","0"
"10501","CTYZ_00001988","Ctyz_4","start_codon","Uncharacterized protein",525050,525052,2,"-","0"
"10502","CTYZ_00001988","Ctyz_4","stop_codon","Uncharacterized protein",524603,524605,2,"-","0"
"10503","CTYZ_00001989","Ctyz_4","gene",NA,525546,526568,1022,"+",NA
"10504","CTYZ_00001989","Ctyz_4","transcript","putative transmembrane Protein",525546,526568,1022,"+",NA
"10505","CTYZ_00001989","Ctyz_4","exon","putative transmembrane Protein",525546,526568,1022,"+",NA
"10506","CTYZ_00001989","Ctyz_4","CDS","putative transmembrane Protein",525546,526565,1019,"+","0"
"10507","CTYZ_00001989","Ctyz_4","start_codon","putative transmembrane Protein",525546,525548,2,"+","0"
"10508","CTYZ_00001989","Ctyz_4","stop_codon","putative transmembrane Protein",526566,526568,2,"+","0"
"10509","CTYZ_00001990","Ctyz_4","gene",NA,527197,528264,1067,"+",NA
"10510","CTYZ_00001990","Ctyz_4","transcript","Ubiquilin",527197,528264,1067,"+",NA
"10511","CTYZ_00001990","Ctyz_4","exon","Ubiquilin",527197,528264,1067,"+",NA
"10512","CTYZ_00001990","Ctyz_4","CDS","Ubiquilin",527197,528261,1064,"+","0"
"10513","CTYZ_00001990","Ctyz_4","start_codon","Ubiquilin",527197,527199,2,"+","0"
"10514","CTYZ_00001990","Ctyz_4","stop_codon","Ubiquilin",528262,528264,2,"+","0"
"10515","CTYZ_00001991","Ctyz_4","gene",NA,528423,529733,1310,"-",NA
"10516","CTYZ_00001991","Ctyz_4","transcript","Lysine--tRNA ligase",528423,529733,1310,"-",NA
"10517","CTYZ_00001991","Ctyz_4","exon","Lysine--tRNA ligase",528423,529733,1310,"-",NA
"10518","CTYZ_00001991","Ctyz_4","CDS","Lysine--tRNA ligase",528426,529733,1307,"-","0"
"10519","CTYZ_00001991","Ctyz_4","start_codon","Lysine--tRNA ligase",529731,529733,2,"-","0"
"10520","CTYZ_00001991","Ctyz_4","stop_codon","Lysine--tRNA ligase",528423,528425,2,"-","0"
"10521","CTYZ_00001992","Ctyz_4","gene",NA,529800,532517,2717,"-",NA
"10522","CTYZ_00001992","Ctyz_4","transcript","Armadillo-type fold containing protein",529800,532517,2717,"-",NA
"10523","CTYZ_00001992","Ctyz_4","exon","Armadillo-type fold containing protein",529800,532517,2717,"-",NA
"10524","CTYZ_00001992","Ctyz_4","CDS","Armadillo-type fold containing protein",529803,532517,2714,"-","0"
"10525","CTYZ_00001992","Ctyz_4","start_codon","Armadillo-type fold containing protein",532515,532517,2,"-","0"
"10526","CTYZ_00001992","Ctyz_4","stop_codon","Armadillo-type fold containing protein",529800,529802,2,"-","0"
"10527","CTYZ_00001993","Ctyz_4","gene",NA,532660,534075,1415,"+",NA
"10528","CTYZ_00001993","Ctyz_4","transcript","Vacuolar fusion protein Mon1",532660,534075,1415,"+",NA
"10529","CTYZ_00001993","Ctyz_4","exon","Vacuolar fusion protein Mon1",532660,534075,1415,"+",NA
"10530","CTYZ_00001993","Ctyz_4","CDS","Vacuolar fusion protein Mon1",532660,534072,1412,"+","0"
